stancode,latin,danish
7365,Tragus racemosus,-
7366,Eleusine,Fingerhirseslægten
7367,Eleusine indica,Fingerhirse
7368,Eleusine tristachyus,-
7369,Eleusine floccifolia,Uldhåret fingerhirse
7370,Chloris,Fjerfingerslægten
7371,Chloris divaricata,-
7372,Chloris truncata,-
7373,Chloris virgata,Smuk chloris
7374,Haynaldia,-
7375,Dasypyrum villosum,Børsterug
7376,Catapodium,Stivgræsslægten
7377,Ceratochloa,Hejre (Ceratochloa-slægten)
7378,Chaetopogon,-
7379,Dasypyrum,Børsterugslægten
7380,Miscanthus,Elefantgræsslægten
7381,Miscanthus sinensis,Elefantgræs
7382,Muhlenbergia,Myretæppeslægten
7383,Muhlenbergia mexicana,Myretæppe
7384,Paspalum,-
7385,Paspalum distichum,-
7386,Piptatherum,Rishirseslægten
7387,Rostraria,-
7388,Rostraria cristata,Enårig rostraria
7389,Rostraria hispida,Stivhåret rostraria
7390,Sinarundinaria,-
7391,Fargesia spathacea,Sort bambus
7392,Ventenata,-
7393,Ventenata dubia,Fin bunkehavre
7394,Araceae,Arumfamilien
7395,Calla,Kærmysseslægten
7396,Calla palustris,Kærmysse
7397,Lysichiton,Kæmpekallaslægten
7398,Lysichiton americanus,Gul kæmpekalla
7399,Arum,Arumslægten
7400,Arum maculatum,Plettet arum
7401,Arum orientale,-
7402,Arum orientale subsp. danicum,-
7403,Arum cylindraceum,Dansk arum
7404,Arum italicum,Italiensk arum
7405,Lemnaceae,-
7406,Lemna,Andemad (Lemna-slægten)
7407,Lemna trisulca,Kors-andemad
7408,Lemna gibba,Tyk andemad
7409,Lemna minor,Liden andemad
7410,Spirodela,Andemad (Spirodela-slægten)
7411,Spirodela polyrhiza,Stor andemad
7412,Sparganium,Pindsvineknopslægten
7413,Sparganium erectum s.l.,-
7414,Sparganium erectum subsp. erectum,Sodfarvet pindsvineknop
7415,Sparganium erectum subsp. microcarpum,Småfrugtet pindsvineknop
7416,Sparganium erectum subsp. neglectum,Ten-pindsvineknop
7417,Sparganium erectum subsp. oocarpum,Kugle-pindsvineknop
7418,Sparganium gramineum,-
7419,Sparganium emersum,Enkelt pindsvineknop
7420,Sparganium emersum f. submersum,Enkelt pindsvineknop (submers form)
7421,Sparganium emersum x erectum,-
7422,Sparganium emersum x glomeratum,-
7423,Sparganium emersum x gramineum,-
7424,Sparganium emersum x hyperboreum,-
7425,Sparganium emersum x minimum,-
7426,Sparganium angustifolium,Smalbladet pindsvineknop
7427,Sparganium angustifolium x emersum,-
7428,Sparganium angustifolium x friesii,-
7429,Sparganium angustifolium x glomeratum,-
7430,Sparganium angustifolium x gramineum,-
7431,Sparganium angustifolium x hyperboreum,-
7432,Sparganium angustifolium x minimum,-
7433,Sparganium glomeratum,-
7434,Sparganium natans,Spæd pindsvineknop
7435,Sparganium hyperboreum,-
7436,Sparganium hyperboreum x minimum,-
7437,Typhaceae,Dunhammerfamilien
7438,Typha,Dunhammerslægten
7439,Typha angustifolia,Smalbladet dunhammer
7440,Typha angustifolia x latifolia,-
7441,Typha latifolia,Bredbladet dunhammer
7442,Cyperaceae,Halvgræsfamilien
7443,Scirpus,Kogleaks (Scirpus-slægten)
7444,Scirpus sylvaticus,Skov-kogleaks
7445,Scirpus radicans,-
7446,Schoenoplectus maritimus,-
7447,Trichophorum,Kæruld (Trichophorum-slægten)
7448,Schoenoplectus lacustris,Sø-kogleaks
7449,Schoenoplectus lacustris f. submersus,Sø-kogleaks (submers form)
7450,Schoenoplectus tabernaemontani,Blågrøn kogleaks
7451,Isolepis setacea,Børste-kogleaks
7452,Isolepis fluitans,Flydende kogleaks
7453,Trichophorum alpinum,Liden kæruld
7454,Trichophorum cespitosum,Tuekogleaks
7455,Trichophorum cespitosum subsp. cespitosum,Østlig tuekogleaks
7456,Trichophorum cespitosum subsp. germanicum,Vestlig tuekogleaks
7457,Scirpus pumilus,-
7458,Blysmus,Kogleaks (Blysmus-slægten)
7459,Blysmus compressus,Fladtrykt kogleaks
7460,Blysmus rufus,Rødbrun kogleaks
7461,Eriophorum,Kæruld (Eriophorum-slægten)
7462,Eriophorum angustifolium,Smalbladet kæruld
7463,Eriophorum angustifolium subsp. angustifolium,-
7464,Eriophorum angustifolium subsp. triste,-
7465,Eriophorum latifolium,Bredbladet kæruld
7466,Eriophorum gracile,Fin kæruld
7467,Eriophorum vaginatum,Tue-kæruld
7468,Eriophorum brachyantherum,-
7469,Eriophorum brachyantherum x vaginatum,-
7470,Eriophorum russeolum,-
7471,Eriophorum russeolum subsp. russeolum,-
7472,Eriophorum russeolum subsp. rufescens,-
7473,Eriophorum scheuchzeri,-
7474,Eleocharis,Sumpstråslægten
7475,Eleocharis quinqueflora,Fåblomstret kogleaks
7476,Eleocharis parvula,Lav kogleaks
7477,Eleocharis acicularis,Nåle-sumpstrå
7478,Eleocharis palustris,Almindelig sumpstrå
7479,Eleocharis palustris subsp. palustris,Sydlig sumpstrå
7480,Eleocharis palustris subsp. palustris var. palustris,-
7481,Eleocharis palustris subsp. palustris var. lindbergii,-
7482,Eleocharis palustris subsp. waltersii,Glat sumpstrå
7483,Eleocharis palustris x uniglumis,-
7484,Eleocharis austriaca,-
7485,Eleocharis mamillata,Vorte-sumpstrå
7486,Eleocharis mamillata x palustris,-
7487,Eleocharis uniglumis,Enskællet sumpstrå
7488,Eleocharis uniglumis subsp. uniglumis,-
7489,Eleocharis uniglumis subsp. uniglumis var. uniglumis,-
7490,Eleocharis uniglumis subsp. uniglumis var. vestergrenii,-
7491,Eleocharis uniglumis subsp. uniglumis var. fennica,-
7492,Eleocharis uniglumis subsp. sterneri,-
7493,Eleocharis multicaulis,Mangestænglet sumpstrå
7494,Eleocharis palustris subsp. vulgaris x uniglumis,-
7495,Cyperus,Fladaksslægten
7496,Cyperus fuscus,Brun fladaks
7497,Cyperus eragrostis,Bleg fladaks
7498,Cyperus iria,-
7499,Cyperus longus,Smalbladet fladaks
7500,Cyperus echinatus,-
7501,Cladium,Avneknippeslægten
7502,Cladium mariscus,Hvas avneknippe
7503,Rhynchospora,Næbfrøslægten
7504,Rhynchospora alba,Hvid næbfrø
7505,Rhynchospora fusca,Brun næbfrø
7506,Schoenus,Skæneslægten
7507,Schoenus nigricans,Sort skæne
7508,Schoenus ferrugineus,Rust-skæne
7509,Schoenus ferrugineus x nigricans,-
7510,Kobresia,-
7511,Kobresia myosuroides,-
7512,Kobresia simpliciuscula,-
7513,Carex,Starslægten
7514,Carex paniculata,Top-star
7515,Carex paniculata x remota,-
7516,Carex appropinquata,Langakset star
7517,Carex appropinquata x canescens,-
7518,Carex appropinquata x diandra,-
7519,Carex appropinquata x paniculata,-
7520,Carex appropinquata x remota,-
7521,Carex diandra,Trindstænglet star
7522,Carex diandra var. diandra,-
7523,Carex diandra var. major,-
7524,Carex diandra x dioica,-
7525,Carex diandra x paniculata,-
7526,Carex vulpina,Ræve-star
7527,Carex otrubae,Sylt-star
7528,Carex otrubae x paniculata,-
7529,Carex spicata,Spidskapslet star
7530,Carex pairaei,-
7531,Carex muricata subsp. muricata,-
7532,Carex pairaei subsp. pairaei,-
7533,Carex divulsa,Mellembrudt star
7534,Carex divulsa subsp. leersii,Mellembrudt star (underart)
7535,Carex arenaria,Sand-star
7536,Carex arenaria x ligerica,-
7537,Carex colchica,Skrænt-star
7538,Carex disticha,Toradet star
7539,Carex praecox,Russisk star
7540,Carex brizoides,Bævre-star
7541,Carex chordorrhiza,Grenet star
7542,Carex chordorrhiza x dioica,-
7543,Carex maritima,Krum star
7544,Carex remota,Akselblomstret star
7545,Carex bohemica,Fladaks-star
7546,Carex leporina,Hare-star
7547,Carex macloviana,-
7548,Carex tribuloides,-
7549,Carex echinata,Stjerne-star
7550,Carex dioica,Tvebo star
7551,Carex dioica x echinata,-
7552,Carex dioica x elongata,-
7553,Carex dioica x glareosa,-
7554,Carex dioica x heleonastes,-
7555,Carex dioica x lachenalii,-
7556,Carex dioica x loliacea,-
7557,Carex dioica x mackenziei,-
7558,Carex dioica x maritima,-
7559,Carex dioica x parallela,-
7560,Carex dioica x tenuiflora,-
7561,Carex parallela,-
7562,Carex davalliana,Rubladet star
7563,Carex elongata,Forlænget star
7564,Carex lachenalii,-
7565,Carex lachenalii x macloviana,-
7566,Carex lachenalii x parallela,-
7567,Carex glareosa,-
7568,Carex ursina,-
7569,Carex mackenziei,-
7570,Carex heleonastes,-
7571,Carex heleonastes x tenuiflora,-
7572,Carex marina,-
7573,Carex marina subsp. pseudolagopina,-
7574,Carex canescens,Grå star
7575,Carex canescens x chordorrhiza,-
7576,Carex canescens x diandra,-
7577,Carex canescens x dioica,-
7578,Carex canescens x disperma,-
7579,Carex canescens x echinata,-
7580,Carex canescens x glareosa,-
7581,Carex canescens x heleonastes,-
7582,Carex canescens x lachenalii,-
7583,Carex canescens x lapponica,-
7584,Carex canescens x loliacea,-
7585,Carex canescens x mackenziei,-
7586,Carex canescens x paniculata,-
7587,Carex canescens x remota,-
7588,Carex canescens x tenuiflora,-
7589,Carex lapponica,-
7590,Carex brunnescens,Sæter-star
7591,Carex brunnescens subsp. brunnescens,-
7592,Carex brunnescens subsp. vitilis,-
7593,Carex brunnescens x canescens,-
7594,Carex brunnescens x dioica,-
7595,Carex brunnescens x lachenalii,-
7596,Carex brunnescens x lapponica,-
7597,Carex brunnescens x loliacea,-
7598,Carex brunnescens x parallela,-
7599,Carex brunnescens x tenuiflora,-
7600,Carex loliacea,-
7601,Carex tenuiflora,-
7602,Carex disperma,-
7603,Carex disperma x loliacea,-
7604,Carex hirta,Håret star
7605,Carex hirta x vesicaria,-
7606,Carex atherodes,-
7607,Carex lasiocarpa,Tråd-star
7608,Carex lasiocarpa x riparia,-
7609,Carex lasiocarpa x rostrata,-
7610,Carex lasiocarpa x vesicaria,-
7611,Carex acutiformis,Kær-star
7612,Carex riparia,Tykakset star
7613,Carex riparia x rostrata,-
7614,Carex riparia x vesicaria,-
7615,Carex pseudocyperus,Knippe-star
7616,Carex pseudocyperus x rostrata,-
7617,Carex pseudocyperus x vesicaria,-
7618,Carex rostrata,Næb-star
7619,Carex rostrata x rotundata,-
7620,Carex rostrata x saxatilis,-
7621,Carex rostrata x vesicaria,-
7622,Isolepis,Kogleaks (Isolepis-slægten)
7623,Carex rhynchophysa x rostrata,-
7624,Carex rhynchophysa x vesicaria,-
7625,Carex vesicaria,Blære-star
7626,Carex saxatilis,-
7627,Carex saxatilis x stenolepis,-
7628,Carex saxatilis x vesicaria,-
7629,Carex rotundata,-
7630,Carex rotundata x saxatilis,-
7631,Carex rotundata x vesicaria,-
7632,Carex stenolepis,-
7633,Carex stenolepis x vesicaria,-
7634,Carex pendula,Kæmpe-star
7635,Carex sylvatica,Skov-star
7636,Carex capillaris,-
7637,Carex krausei,-
7638,Carex krausei subsp. porsildiana,-
7639,Carex strigosa,Tyndakset star
7640,Carex flacca,Blågrøn star
7641,Carex panicea,Hirse-star
7642,Carex panicea x vaginata,-
7643,Carex vaginata,-
7644,Carex livida,-
7645,Carex livida x panicea,-
7646,Carex binervis,-
7647,Carex distans,Fjernakset star
7648,Carex distans x extensa,-
7649,Carex punctata,-
7650,Carex extensa,Udspilet star
7651,Carex hostiana,Skede-star
7652,Carex hostiana var. hostiana,-
7653,Carex hostiana var. eckeroeensis,-
7654,Carex hostiana x jemtlandica,-
7655,Carex hostiana x lepidocarpa,-
7656,Carex hostiana x oederi,-
7657,Carex flava,Gul star
7658,Carex flava s.l.,-
7659,Carex flava x hostiana,-
7660,Carex rhynchophysa,-
7661,Carex aquatilis x salina,-
7662,Carex elata x nigra,-
7663,Carex flava x jemtlandica,-
7664,Carex flava x lepidocarpa,-
7665,Carex flava x oederi,-
7666,Carex lepidocarpa var. jemtlandica,-
7667,Carex alba,Hvid star
7668,Carex lepidocarpa,Krognæb-star
7669,Carex lepidocarpa var. lepidocarpa,-
7670,Carex lepidocarpa x viridula,-
7671,Carex demissa,Grøn star
7672,Carex demissa x flava,-
7673,Carex demissa x hostiana,-
7674,Carex demissa x lepidocarpa,-
7675,Carex oederi,Dværg-star
7676,Carex oederi subsp. oederi,-
7677,Carex oederi subsp. pulchella,-
7678,Carex viridula,-
7679,Carex kotilainii,-
7680,Carex pallescens,Bleg star
7681,Carex digitata,Finger-star
7682,Carex digitata var. digitata,-
7683,Carex digitata var. pallens,-
7684,Carex digitata x ornithopoda,-
7685,Carex ornithopoda,-
7686,Carex pediformis,-
7687,Carex pediformis subsp. rhizoides,-
7688,Carex glacialis,-
7689,Carex caryophyllea,Vår-star
7690,Carex globularis,Kugle-star
7691,Carex tomentosa,-
7692,Carex ericetorum,Lyng-star
7693,Carex montana,Bakke-star
7694,Carex pilulifera,Pille-star
7695,Carex fuliginosa,-
7696,Carex fuliginosa subsp. misandra,-
7697,Carex atrofusca,-
7698,Carex limosa,Dynd-star
7699,Carex limosa x magellanica,-
7700,Carex limosa x rariflora,-
7701,Carex rariflora,-
7702,Carex magellanica,-
7703,Carex magellanica subsp. irrigua,-
7704,Carex magellanica x rariflora,-
7705,Carex laxa,-
7706,Carex atrata,-
7707,Carex atrata x norvegica,-
7708,Carex buxbaumii,Kølle-star
7709,Carex buxbaumii subsp. buxbaumii,-
7710,Carex buxbaumii subsp. mutica,-
7711,Carex hartmanii,Hartmans star
7712,Carex norvegica,-
7713,Carex norvegica subsp. norvegica,-
7714,Carex norvegica subsp. inferalpina,-
7715,Carex holostoma,-
7716,Carex stylosa,-
7717,Carex bicolor,-
7718,Carex rufina,-
7719,Carex paleacea,Strand-star
7720,Carex paleacea x salina,-
7721,Carex paleacea x subspathacea,-
7722,Carex paleacea x vacillans,-
7723,Carex lyngbyei,-
7724,Carex vacillans,-
7725,Carex salina x vacillans,-
7726,Carex halophila,-
7727,Carex halophila x nigra,-
7728,Carex halophila x paleacea,-
7729,Carex halophila x salina,-
7730,Carex halophila x subspathacea,-
7731,Carex salina,-
7732,Carex salina x subspathacea,-
7733,Carex subspathacea,-
7734,Carex aquatilis,-
7735,Carex aquatilis subsp. aquatilis,-
7736,Carex aquatilis subsp. stans,-
7737,Carex aquatilis x bigelowii,-
7738,Carex aquatilis x caespitosa,-
7739,Carex aquatilis x elata,-
7740,Carex aquatilis x halophila,-
7741,Carex aquatilis x nigra,-
7742,Carex aquatilis x paleacea,-
7743,Schoenoplectus,Kogleaks (Schoenoplectus-slægten)
7744,Carex aquatilis x subspathacea,-
7745,Carex aquatilis x vacillans,-
7746,Carex bigelowii,-
7747,Carex bigelowii x nigra,-
7748,Carex bigelowii x paleacea,-
7749,Carex bigelowii x rufina,-
7750,Carex bigelowii x salina,-
7751,Carex bigelowii x subspathacea,-
7752,Carex elata,Stiv star
7753,Carex elata subsp. elata,-
7754,Carex elata subsp. omskiana,-
7755,Schoenoplectus lacustris x tabernaemontani,-
7756,Carex elata x paleacea,-
7757,Carex cespitosa,Tue-star
7758,Carex cespitosa x elata,-
7759,Carex cespitosa x nigra,-
7760,Carex cespitosa x vacillans,-
7761,Carex cespitosa x salina,-
7762,Carex nigra,Almindelig star
7763,Carex nigra var. nigra,Almindelig star (varietet)
7764,Carex nigra var. recta,Knold-star
7765,Carex nigra var. juncealla,-
7766,Carex nigra x paleacea,-
7767,Carex nigra x rufina,-
7768,Carex nigra x salina,-
7769,Carex nigra x subspathacea,-
7770,Carex nigra x trinervis,-
7771,Carex nigra x vacillans,-
7772,Carex acuta,Nikkende star
7773,Carex acuta x aquatilis,-
7774,Carex acuta x cespitosa,-
7775,Carex acuta x elata,-
7776,Carex acuta x nigra,-
7777,Carex acuta x paleacea,-
7778,Carex acuta x vacillans,-
7779,Carex trinervis,Klit-star
7780,Carex microglochin,-
7781,Carex pauciflora,Fåblomstret star
7782,Carex rupestris,-
7783,Carex obtusata,-
7784,Carex nardina,-
7785,Carex capitata,-
7786,Carex arctogena,-
7787,Carex scirpoidea,-
7788,Carex pulicaris,Loppe-star
7789,Bolboschoenus,Kogleaks (Bolboschoenus-slægten)
7790,Eleogiton,-
7791,Orchidaceae,Orkidéfamilien
7792,Cypripedium,Frueskoslægten
7793,Cypripedium calceolus,Fruesko
7794,Epipactis,Hullæbeslægten
7795,Epipactis palustris,Sump-hullæbe
7796,Epipactis helleborine,Skov-hullæbe
7797,Epipactis helleborine subsp. helleborine,Skov-hullæbe (underart)
7798,Epipactis helleborine subsp. neerlandica var. neerlandica,-
7799,Epipactis helleborine subsp. neerlandica var. renzii,-
7800,Epipactis helleborine x purpurata,-
7801,Epipactis leptochila,Storblomstret hullæbe
7802,Epipactis purpurata,Tætblomstret hullæbe
7803,Epipactis phyllanthes,Nikkende hullæbe
7804,Epipactis atrorubens,Rød hullæbe
7805,Epipactis atrorubens x helleborine,-
7806,Cephalanthera,Skovliljeslægten
7807,Cephalanthera damasonium,Hvidgul skovlilje
7808,Cephalanthera longifolia,Sværd-skovlilje
7809,Cephalanthera longifolia x rubra,-
7810,Cephalanthera rubra,Rød skovlilje
7811,Epipogium,Knælæbeslægten
7812,Epipogium aphyllum,Knælæbe
7813,Neottia,Rederodslægten
7814,Neottia nidus-avis,Rederod
7815,Listera,-
7816,Listera ovata,-
7817,Listera cordata,-
7818,Spiranthes,Skrueaksslægten
7819,Spiranthes spiralis,Skrueaks
7820,Spiranthes sinensis,Rødlig skrueaks
7821,Goodyera,Knærodslægten
7822,Goodyera repens,Knærod
7823,Goodyera repens var. repens,Almindelig knærod
7824,Goodyera repens var. ophioides,Netbladet knærod
7825,Herminium,Pukkellæbeslægten
7826,Herminium monorchis,Pukkellæbe
7827,Platanthera,Gøgeliljeslægten
7828,Platanthera bifolia,Bakke-gøgelilje
7829,Platanthera bifolia subsp. bifolia,Bakke-gøgelilje (underart)
7830,Platanthera bifolia subsp. latiflora,Langsporet gøgelilje
7831,Platanthera bifolia subsp. latiflora x chlorantha,-
7832,Platanthera bifolia x chlorantha,-
7833,Platanthera chlorantha,Skov-gøgelilje
7834,Platanthera hyperborea,-
7835,Platanthera obtusata,-
7836,Platanthera obtusata subsp. oligantha,-
7837,Chamorchis,-
7838,Chamorchis alpina,-
7839,Gymnadenia,Trådsporeslægten
7840,Gymnadenia conopsea,Trådspore
7841,Gymnadenia conopsea var. conopsea,-
7842,Gymnadenia conopsea var. densiflora,-
7843,Gymnadenia conopsea x Platanthera bifolia,-
7844,Gymnadenia conopsea x Leucorchis albida,-
7845,Gymnadenia conopsea x odoratissima,-
7846,Gymnadenia odoratissima,-
7847,Leucorchis,-
7848,Pseudorchis albida,Hvid sækspore
7849,Pseudorchis albida subsp. albida,-
7850,Leucorchis albida subsp. straminea,-
7851,Nigritella,-
7852,Nigritella nigra,-
7853,Coeloglossum,Poselæbeslægten
7854,Coeloglossum viride,Poselæbe
7855,Coeloglossum viride subsp. viride,-
7856,Coeloglossum viride x Dactylorhiza maculata,-
7857,Dactylorhiza,Gøgeurt (Dactylorhiza-slægten)
7858,Dactylorhiza sambucina,Hylde-gøgeurt
7859,Dactylorhiza incarnata,Kødfarvet gøgeurt
7860,Dactylorhiza incarnata subsp. incarnata,Kødfarvet gøgeurt (underart)
7861,Dactylorhiza incarnata subsp. incarnata var. incarnata,-
7862,Dactylorhiza incarnata subsp. incarnata var. hyphaematodes,-
7863,Dactylorhiza incarnata var. dunensis,-
7864,Dactylorhiza incarnata subsp. incarnata var. cruenta,-
7865,Dactylorhiza incarnata subsp. lobelii,Klit-gøgeurt
7866,Dactylorhiza incarnata subsp. cruenta x Gymnadenia conopsea,-
7867,Dactylorhiza incarnata subsp. incarnata var. ochroleuca,-
7868,Dactylorhiza incarnata x maculata subsp. fuchsii,-
7869,Dactylorhiza incarnata x maculata subsp. maculata,-
7870,Dactylorhiza incarnata x majalis,-
7871,Dactylorhiza incarnata x traunsteineri,-
7872,Dactylorhiza incarnata subsp. incarnata x purpurella subsp. majaliformis,-
7873,Dactylorhiza incarnata subsp. incarnata x purpurella subsp. purpurella,-
7874,Dactylorhiza incarnata x Gymnadenia conopsea,-
7875,Dactylorhiza majalis,Maj-gøgeurt
7876,Dactylorhiza majalis subsp. majalis,Maj-gøgeurt (underart)
7877,Dactylorhiza majalis subsp. baltica,Baltisk gøgeurt
7878,Dactylorhiza majalis subsp. calcifugiens,Thy-gøgeurt
7879,Dactylorhiza majalis subsp. occidentalis,Vestlig maj-gøgeurt
7880,Dactylorhiza majalis subsp. purpurella var. majaliformis,-
7881,Dactylorhiza majalis subsp. sphagnicola,Mos-gøgeurt
7882,Dactylorhiza majalis subsp. traunsteineri,-
7883,Dactylorhiza majalis subsp. majalis x majalis subsp. purpurella,-
7884,Dactylorhiza purpurella,-
7885,Dactylorhiza majalis subsp. purpurella var. purpurella,-
7886,Dactylorhiza traunsteineri x Gymnadenia conopsea,-
7887,Dactylorhiza majalis subsp. praetermissa,-
7888,Dactylorhiza lapponica,-
