stancode,latin,danish
4013,Epilobium montanum x obscurum,-
4014,Epilobium montanum x palustre,-
4015,Epilobium montanum x parviflorum,-
4016,Epilobium montanum x roseum,-
4017,Epilobium montanum x tetragonum,-
4018,Epilobium collinum,-
4019,Epilobium collinum x lamyi,-
4020,Epilobium collinum x montanum,-
4021,Epilobium collinum x obscurum,-
4022,Epilobium collinum x palustre,-
4023,Epilobium collinum x roseum,-
4024,Epilobium lamyi,Rank dueurt
4025,Epilobium lamyi x montanum,-
4026,Epilobium lamyi x parviflorum,-
4027,Epilobium lamyi x roseum,-
4028,Epilobium lamyi x tetragonum,-
4029,Epilobium obscurum,Ris-dueurt
4030,Epilobium obscurum x palustre,-
4031,Epilobium obscurum x parviflorum,-
4032,Epilobium obscurum x roseum,-
4033,Epilobium roseum,Rosen-dueurt
4034,Epilobium roseum x tetragonum,-
4035,Epilobium palustre,Kær-dueurt
4036,Epilobium palustre x parviflorum,-
4037,Epilobium palustre x roseum,-
4038,Epilobium palustre x tetragonum,-
4039,Epilobium laestadii,-
4040,Epilobium davuricum,-
4041,Epilobium davuricum x lactiflorum,-
4042,Epilobium davuricum x palustre,-
4043,Epilobium anagallidifolium,-
4044,Epilobium anagallidifolium x hornemannii,-
4045,Epilobium anagallidifolium x lactiflorum,-
4046,Epilobium anagallidifolium x palustre,-
4047,Epilobium hornemannii,-
4048,Epilobium hornemannii x lactiflorum,-
4049,Epilobium hornemannii x palustre,-
4050,Epilobium lactiflorum,Mælke-dueurt
4051,Epilobium lactiflorum x montanum,-
4052,Epilobium lactiflorum x palustre,-
4053,Epilobium alsinifolium,-
4054,Epilobium alsinifolium x hornemannii,-
4055,Epilobium alsinifolium x lactiflorum,-
4056,Epilobium alsinifolium x palustre,-
4057,Epilobium ciliatum,Hvid dueurt
4058,Epilobium adenocaulon,Kirtlet dueurt
4059,Epilobium ciliatum subsp. ciliatum var. saximontanum,-
4060,Epilobium glandulosum,Alaska-dueurt
4061,Epilobium ciliatum x montanum,-
4062,Epilobium ciliatum x palustre,-
4063,Epilobium ciliatum x parviflorum,-
4064,Epilobium ciliatum x roseum,-
4065,Epilobium ciliatum x tetragonum,-
4066,Epilobium komarovianum,Spæd dueurt
4067,Epilobium adenocaulon x montanum,-
4068,Epilobium tetragonum,Kantet dueurt
4069,Clarkia,-
4070,Clarkia amoena,Atlaskblomst
4071,Clarkia unguiculata,Mølleblomst
4072,Clarkia whitneyi,-
4073,Fuchsia,Fuchsiaslægten
4074,Fuchsia x hybrida,-
4075,Haloragaceae,Tusindbladfamilien
4076,Myriophyllum,Tusindbladslægten
4077,Myriophyllum verticillatum,Krans-tusindblad
4078,Myriophyllum spicatum,Aks-tusindblad
4079,Myriophyllum exalbescens,-
4080,Myriophyllum alterniflorum,Hår-tusindblad
4081,Hippuridaceae,-
4082,Hippuris,Vandspirslægten
4083,Hippuris vulgaris,Vandspir
4084,Hippuris lanceolata,-
4085,Hippuris tetraphylla,-
4086,Cornaceae,Kornelfamilien
4087,Cornus,Kornelslægten
4088,Cornus sanguinea,Rød kornel
4089,Cornus alba,Hvid kornel
4090,Cornus alba subsp. alba,-
4091,Cornus alba subsp. stolonifera,-
4092,Cornus sericea,Krybende kornel
4093,Cornus mas,Kirsebær-kornel
4094,Cornus suecica,Hønsebær
4095,Araliaceae,Vedbendfamilien
4096,Hedera,Vedbendslægten
4097,Hedera helix,Vedbend
4098,Hedera hibernica,Irsk vedbend
4099,Panax,Ginsengslægten
4100,Panax quinquefolius,Amerikansk ginseng
4101,Aralia,Aralieslægten
4102,Aralia californica,-
4103,Aralia elata,Have-aralie
4104,Apiaceae,Skærmplantefamilien
4105,Hydrocotyle,Vandnavleslægten
4106,Hydrocotyle vulgaris,Vandnavle
4107,Hydrocotyle novae-zeelandiae,-
4108,Sanicula,Sanikelslægten
4109,Sanicula europaea,Sanikel
4110,Astrantia,Stjerneskærmslægten
4111,Astrantia major,Stjerneskærm
4112,Astrantia maxima,Kaukasisk stjerneskærm
4113,Eryngium,Mandstroslægten
4114,Eryngium maritimum,Strand-mandstro
4115,Eryngium planum,Russisk mandstro
4116,Eryngium giganteum,Kæmpe-mandstro
4117,Eryngium campestre,Bjerg-mandstro
4118,Chaerophyllum,Hulsvøbslægten
4119,Chaerophyllum aromaticum,Vellugtende hulsvøb
4120,Chaerophyllum hirsutum,Bjerg-hulsvøb
4121,Chaerophyllum bulbosum,Knoldet hulsvøb
4122,Chaerophyllum bulbosum subsp. bulbosum,-
4123,Chaerophyllum bulbosum subsp. prescottii,-
4124,Chaerophyllum aureum,Gylden hulsvøb
4125,Chaerophyllum temulum,Almindelig hulsvøb
4126,Chaerophyllum prescottii,Finsk hulsvøb
4127,Anthriscus,Kørvelslægten
4128,Anthriscus sylvestris,Vild kørvel
4129,Anthriscus cerefolium,Have-kørvel
4130,Anthriscus caucalis,Gærde-kørvel
4131,Scandix,Jomfrukamslægten
4132,Scandix pecten-veneris,Jomfrukam
4133,Scandix iberica,-
4134,Myrrhis,Sødskærmslægten
4135,Myrrhis odorata,Sødskærm
4136,Coriandrum,Korianderslægten
4137,Coriandrum sativum,Koriander
4138,Bifora,Dobbeltkorianderslægten
4139,Bifora testiculata,Dobbeltkoriander
4140,Bunium,Jordkastanieslægten
4141,Bunium bulbocastanum,Jordkastanie
4142,Conopodium,Svinenødslægten
4143,Conopodium majus,Svinenød
4144,Pimpinella,Pimpinelleslægten
4145,Pimpinella anisum,Anis
4146,Pimpinella major,Stor pimpinelle
4147,Pimpinella saxifraga,Almindelig pimpinelle
4148,Pimpinella saxifraga subsp. saxifraga,Almindelig pimpinelle (underart)
4149,Pimpinella saxifraga subsp. nigra,Blånende pimpinelle
4150,Pimpinella anisoides,-
4151,Pimpinella peregrina,Hårfrugtet pimpinelle
4152,Aegopodium,Skvalderkålslægten
4153,Aegopodium podagraria,Skvalderkål
4154,Sium,Mærkeslægten
4155,Sium latifolium,Bredbladet mærke
4156,Sium latifolium f. submersum,Bredbladet mærke (submers form)
4157,Berula,Sideskærmslægten
4158,Berula erecta,Sideskærm
4159,Berula erecta f. submersa,Sideskærm (submers form)
4160,Seseli,Hjorterodslægten
4161,Seseli libanotis,Hjorterod
4162,Oenanthe,Klaseskærmslægten
4163,Oenanthe fistulosa,Vand-klaseskærm
4164,Oenanthe lachenalii,Eng-klaseskærm
4165,Oenanthe fluviatilis,Flod-klaseskærm
4166,Oenanthe fluviatilis f. submersus,Flod-klaseskærm (submers form)
4167,Oenanthe aquatica,Billebo-klaseskærm
4168,Oenanthe aquatica f. submarsa,-
4169,Aethusa,Halvsvøbslægten
4170,Aethusa cynapium,Hundepersille
4171,Aethusa cynapium var. cynapium,Almindelig hundepersille
4172,Aethusa cynapium var. agrestis,Liden hundepersille
4173,Aethusa cynapium var. gigantea,Stor hundepersille
4174,Aethusa cynapium var. domestica,Have-hundepersille
4175,Foeniculum,Fennikelslægten
4176,Foeniculum vulgare,Fennikel
4177,Anethum,Dildslægten
4178,Anethum graveolens,Dild
4179,Silaum,Peberskærmslægten
4180,Silaum silaus,Peberskærm
4181,Meum,Bjørnerodslægten
4182,Meum athamanticum,Bjørnerod
4183,Conium,Skarntydeslægten
4184,Conium maculatum,Skarntyde
4185,Pleurospermum,Blærefrøslægten
4186,Pleurospermum austriacum,Blærefrø
4187,Bupleurum,Hareøreslægten
4188,Bupleurum rotundifolium,Rundbladet hareøre
4189,Bupleurum tenuissimum,Smalbladet hareøre
4190,Bupleurum falcatum,Seglbladet hareøre
4191,Bupleurum lancifolium,-
4192,Bupleurum odontites,Net-hareøre
4193,Cuminum,Spidskommenslægten
4194,Cuminum cyminum,Spidskommen
4195,Helosciadium,Sumpskærmslægten
4196,Apium graveolens,Vild selleri
4197,Apium nodiflorum,-
4198,Helosciadium repens,Krybende sumpskærm
4199,Helosciadium inundatum,Svømmende sumpskærm
4200,Helosciadium inundatum f. submers,-
4201,Apium leptophyllum,-
4202,Petroselinum,Persilleslægten
4203,Petroselinum crispum,Persille
4204,Petroselinum crispum subsp. crispum,-
4205,Petroselinum crispum subsp. tuberosum,-
4206,Cicuta,Gifttydeslægten
4207,Cicuta virosa,Gifttyde
4208,Cicuta virosa subsp. virosa,-
4209,Cicuta virosa subsp. angustifolia,-
4210,Cicuta virosa f. submersa,Gifttyde (submers form)
4211,Cryptotaenia,-
4212,Cryptotaenia canadensis,-
4213,Ammi,Kongekommenslægten
4214,Ammi majus,Kongekommen
4215,Ammi visnaga,Tandstikkerurt
4216,Falcaria,Seglbladslægten
4217,Falcaria vulgaris,Seglblad
4218,Carum,Kommenslægten
4219,Carum carvi,Kommen
4220,Cnidium,-
4221,Selinum dubium,Brændeskærm
4222,Selinum,Selineslægten
4223,Selinum carvifolia,Seline
4224,Ligusticum,Lostilkslægten
4225,Ligusticum scoticum,-
4226,Cenolophium,-
4227,Cenolophium denudatum,-
4228,Conioselinum,-
4229,Conioselinum tataricum,-
4230,Angelica,Angelikslægten
4231,Angelica sylvestris,Angelik
4232,Angelica archangelica,Kvan
4233,Angelica archangelica subsp. archangelica,Fjeld-kvan
4234,Angelica archangelica subsp. litoralis,-
4235,Levisticum,Løvstikkeslægten
4236,Levisticum officinale,Løvstikke
4237,Peucedanum,Svovlrodslægten
4238,Peucedanum oreoselinum,Bakke-svovlrod
4239,Peucedanum palustre,Kær-svovlrod
4240,Peucedanum ostruthium,Mesterrod
4241,Pastinaca,Pastinakslægten
4242,Pastinaca sativa,Pastinak
4243,Pastinaca sativa subsp. sativa,Have-pastinak
4244,Pastinaca sativa subsp. sylvestris,Vild pastinak
4245,Heracleum,Bjørnekloslægten
4246,Heracleum sphondylium,Almindelig bjørneklo
4247,Heracleum sphondylium subsp. sphondylium,Almindelig bjørneklo (underart)
4248,Heracleum sphondylium subsp. sibiricum,Grønblomstret bjørneklo
4249,Heracleum mantegazzianum,Kæmpe-bjørneklo
4250,Heracleum laciniatum,-
4251,Heracleum stevenii,-
4252,Tordylium,Skjoldfrøslægten
4253,Tordylium maximum,Stor skjoldfrø
4254,Laserpitium,Foldfrøslægten
4255,Laserpitium latifolium,Foldfrø
4256,Laserpitium hispidum,-
4257,Torilis,Randfrøslægten
4258,Torilis nodosa,Knudret randfrø
4259,Torilis japonica,Hvas randfrø
4260,Torilis leptophylla,Tyndbladet randfrø
4261,Caucalis,Fodangelslægten
4262,Caucalis platycarpos,Fodangel
4263,Turgenia,Burreskærmslægten
4264,Turgenia latifolia,Burreskærm
4265,Daucus,Gulerodslægten
4266,Daucus carota,Gulerod
4267,Daucus carota subsp. carota,Vild gulerod
4268,Daucus carota subsp. sativus,Have-gulerod
4269,Daucus carota subsp. gummifer,Strand-gulerod
4270,Smyrnium,Lundgyldenslægten
4271,Smyrnium perfoliatum,Lundgylden
4272,Hacquetia,Vårskærmslægten
4273,Hacquetia epipactis,Gul vårskærm
4274,Ridolfia,Smalfligslægten
4275,Ridolfia segetum,Smalflig
4276,Trachyspermum,Ajwanslægten
4277,Trachyspermum ammi,Vortefrugt
4278,Physospermum,-
4279,Physospermum cornubiense,-
4280,Diapensiaceae,Fjeldprydfamilien
4281,Diapensia,-
4282,Diapensia lapponica,-
4283,Galax urceolata,-
4284,Galax,-
4285,Pyrolaceae,-
4286,Pyrola,Vintergrøn (Pyrola-slægten)
4287,Pyrola minor,Liden vintergrøn
4288,Pyrola minor x norvegica,-
4289,Pyrola minor x rotundifolia,-
4290,Pyrola media,Klokke-vintergrøn
4291,Pyrola chlorantha,Grønlig vintergrøn
4292,Pyrola rotundifolia,Mose-vintergrøn
4293,Pyrola rotundifolia subsp. rotundifolia,Mose-vintergrøn (underart)
4294,Pyrola rotundifolia subsp. maritima,Klit-vintergrøn
4295,Pyrola rotundifolia subsp. norvegica,-
4296,Pyrola grandiflora,-
4297,Orthilia,Vintergrøn (Orthilia-slægten)
4298,Orthilia secunda,Ensidig vintergrøn
4299,Moneses,Vintergrøn (Moneses-slægten)
4300,Moneses uniflora,Enblomstret vintergrøn
4301,Chimaphila,Vintergrøn (Chimaphila-slægten)
4302,Chimaphila umbellata,Skærm-vintergrøn
4303,Monotropa,Snylterodslægten
4304,Monotropa hypopitys,Snylterod
4305,Monotropa hypopitys subsp. hypopitys,Håret snylterod
4306,Monotropa hypopitys subsp. hypophegea,Glat snylterod
4307,Ericaceae,Lyngfamilien
4308,Erica,Klokkelyngslægten
4309,Erica tetralix,Klokkelyng
4310,Erica cinerea,-
4311,Calluna,Hedelyngslægten
4312,Calluna vulgaris,Hedelyng
4313,Cassiope,-
4314,Cassiope tetragona,-
4315,Cassiope hypnoides,-
4316,Rhododendron,Rhododendronslægten
4317,Rhododendron lapponicum,-
4318,Ledum,-
4319,Rhododendron tomentosum,Mosepost
4320,Loiseleuria,-
4321,Loiseleuria procumbens,-
4322,Phyllodoce,-
4323,Phyllodoce caerulea,-
4324,Arctostaphylos,Melbærris (Arctostaphylos-slægten)
4325,Arctostaphylos uva-ursi,Hede-melbærris
4326,Arctous alpina,Bjerg-melbærris
4327,Andromeda,Rosmarinlyngslægten
4328,Andromeda polifolia,Rosmarinlyng
4329,Chamaedaphne,-
4330,Chamaedaphne calyculata,-
4331,Vaccinium,Bølleslægten
4332,Oxycoccus,-
4333,Vaccinium oxycoccos,Tranebær
4334,Vaccinium microcarpum,Dværg-tranebær
4335,Vaccinium vitis-idaea,Tyttebær
4336,Vaccinium uliginosum,Mose-bølle
4337,Vaccinium uliginosum subsp. uliginosum,Mose-bølle (underart)
4338,Vaccinium uliginosum subsp. microphyllum,Småbladet mosebølle
4339,Vaccinium myrtillus,Blåbær
4340,Vaccinium myrtillus x vitis-idaea,-
4341,Vaccinium corymbosum,Amerikansk blåbær
4342,Vaccinium hagerupii,-
4343,Vaccinium macrocarpon,Storfrugtet tranebær
4344,Leucothoë,Akselandromedaslægten
4345,Leucothoë axilliaris,-
4346,Empetrum,Revlingslægten
4347,Empetrum nigrum,Revling
4348,Empetrum nigrum subsp. hermaphroditum,Fjeld-revling
4349,Myrsinaceae,-
4350,Theophrastaceae,-
4351,Primulaceae,Kodriverfamilien
4352,Primula,Kodriverslægten
4353,Primula vulgaris,Storblomstret kodriver
4354,Primula elatior,Fladkravet kodriver
4355,Primula elatior x veris,-
4356,Primula elatior x vulgaris,-
4357,Primula veris,Hulkravet kodriver
4358,Primula veris x vulgaris,-
4359,Primula farinosa,Melet kodriver
4360,Primula farinosa var. farinosa,-
4361,Primula farinosa var. acaulis,-
4362,Primula scandinavica,-
4363,Primula stricta,-
4364,Primula nutans,-
4365,Primula nutans var. jokelae,-
4366,Primula egaliksensis,-
4367,Primula helenae x vulgaris,-
4368,Androsace,Fjeldarveslægten
4369,Androsace septentrionalis,Nordisk fjeldarve
4370,Androsace elongata,-
4371,Soldanella,-
4372,Soldanella montana,-
4373,Hottonia,Vandrøllikeslægten
4374,Hottonia palustris,Vandrøllike
4375,Lysimachia,Fredløsslægten
4376,Lysimachia nemorum,Lund-fredløs
4377,Lysimachia vulgaris,Almindelig fredløs
4378,Lysimachia nummularia,Pengebladet fredløs
4379,Lysimachia punctata,Prikbladet fredløs
4380,Lysimachia ciliata,Lysegul fredløs
4381,Lysimachia thyrsiflora,Dusk-fredløs
4382,Lysimachia thyrsiflora f. submersa,Dusk-fredløs (submers form)
4383,Lysimachia clethroides,Hvid fredløs
4384,Trientalis,-
4385,Lysimachia europaea,Skovstjerne
4386,Glaux,-
4387,Glaux maritima,-
4388,Anagallis,-
4389,Lysimachia minima,Knudearve
4390,Anagallis tenella,-
4391,Lysimachia arvensis,Rød arve
4392,Anagallis arvensis f. azurea,-
4393,Anagallis arvensis subsp. arvensis,-
4394,Lysimachia foemina,Blå arve
4395,Lysimachia monelli,Pragt-arve
4396,Samolus,Samelslægten
4397,Samolus valerandi,Samel
4398,Plumbaginaceae,Hindebægerfamilien
4399,Armeria,Engelskgræsslægten
4400,Armeria maritima,Engelskgræs
4401,Armeria maritima subsp. maritima,Strand-engelskgræs
4402,Armeria maritima subsp. sibirica,-
4403,Armeria maritima subsp. elongata,Vej-engelskgræs
4404,Limonium,Hindebægerslægten
4405,Limonium vulgare,Tætblomstret hindebæger
4406,Limonium vulgare var. vulgare,-
4407,Limonium vulgare var. hallandicum,-
4408,Limonium humile,Lav hindebæger
4409,Limonium humile x vulgare,-
4410,Limonium sinuatum,Vinget hindebæger
4411,Psylliostachys spicata,-
4412,Psylliostachys,-
4413,Styracaceae,Styraksfamilien
4414,Halesia,Sneklokketræslægten
4415,Halesia carolina,Carolinsk sneklokketræ
4416,Oleaceae,Olivenfamilien
4417,Forsythia,Forsythiaslægten
4418,Forsythia x intermedia,-
4419,Forsythia suspensa,Hænge-forsythia
4420,Fraxinus,Askeslægten
4421,Fraxinus excelsior,Ask
4422,Fraxinus ornus,Manna-ask
4423,Syringa,Syrenslægten
4424,Syringa vulgaris,Syren
4425,Syringa josikaea,Ungarsk syren
4426,Ligustrum,Ligusterslægten
4427,Ligustrum vulgare,Liguster
4428,Ligustrum ovalifolium,Storbladet liguster
4429,Gentianaceae,Ensianfamilien
4430,Cicendia,Bitterbladslægten
4431,Cicendia filiformis,Bitterblad
4432,Centaurium,Tusindgyldenslægten
4433,Centaurium erythraea,Mark-tusindgylden
4434,Centaurium erythraea var. erythraea,Almindelig mark-tusindgylden
4435,Centaurium erythraea var. capitatum,Hoved-tusindgylden
4436,Centaurium littorale,Strand-tusindgylden
4437,Centaurium littorale var. littorale,Almindelig strand-tusindgylden
4438,Centaurium littorale var. glomeratum,Nøgleblomstret tusindgylden
4439,Centaurium pulchellum,Liden tusindgylden
4440,Centaurium erythraea x littorale,-
4441,Gentiana,Ensian (Gentiana-slægten)
4442,Gentiana schithocalyx,-
4443,Gentiana purpurea,-
4444,Gentiana pneumonanthe,Klokke-ensian
4445,Gentiana nivalis,Sne-ensian
4446,Gentianella,Ensian (Gentianella-slægten)
4447,Gentianella tenella,-
4448,Gentianella detonsa,-
4449,Gentianella campestris,Bredbægret ensian
4450,Gentianella campestris subsp. campestris var. campestris,-
4451,Gentianella campestris subsp. campestris var. suecica,-
4452,Gentianella campestris subsp. baltica,Baltisk ensian
4453,Gentianella baltica x uliginosa,-
4454,Gentianella amarella,Smalbægret ensian
4455,Gentianella amarella x campestris,-
4456,Gentianella uliginosa,Eng-ensian
4457,Gentianella aurea,-
4458,Lomatogonium,-
4459,Lomatogonium rotatum,-
4460,Menyanthaceae,Bukkebladfamilien
4461,Menyanthes,Bukkebladslægten
4462,Menyanthes trifoliata,Bukkeblad
4463,Nymphoides,Søbladslægten
4464,Nymphoides peltata,Søblad
4465,Apocynaceae,Singrønfamilien
4466,Vinca,Singrønslægten
4467,Vinca minor,Liden singrøn
4468,Vinca major,Stor singrøn
4469,Apocynum,-
4470,Apocynum androsaemifolium,Bredbladet hundedød
4471,Vincetoxicum,Svalerodslægten
4472,Vincetoxicum hirundinaria,Svalerod
4473,Vincetoxicum nigrum,Mørk svalerod
4474,Asclepias,Silkeplanteslægten
4475,Asclepias syriaca,Kæmpe-silkeplante
4476,Rubiaceae,Krapfamilien
4477,Sherardia,Blåstjerneslægten
4478,Sherardia arvensis,Blåstjerne
4479,Asperula,Mysikeslægten
4480,Asperula arvensis,Blåmærke
4481,Asperula orientalis,Orientalsk mysike
4482,Asperula taurina,Kaukasisk mysike
4483,Asperula laevigata,Gul mysike
4484,Galium,Snerreslægten
4485,Asperula tinctoria,Farve-mysike
4486,Galium rotundifolium,Rundbladet snerre
4487,Galium boreale,Trenervet snerre
4488,Galium odoratum,Skovmærke
4489,Galium triflorum,-
4490,Galium uliginosum,Sump-snerre
4491,Galium palustre,Kær-snerre
4492,Galium palustre subsp. palustre,Kær-snerre (underart)
4493,Galium palustre subsp. elongatum,Vand-snerre
4494,Galium trifidum,-
4495,Galium verum,Gul snerre
4496,Galium verum subsp. verum,Gul snerre (underart)
4497,Galium verum subsp. wirtgenii,Rank snerre
4498,Galium album,-
4499,Galium album var. album,-
4500,Galium album var. angustifolium,-
4501,Galium mollugo,Hvid snerre
4502,Galium mollugo var. mollugo,-
4503,Galium mollugo var. elatum,Bredbladet snerre
4504,Galium mollugo x verum,-
4505,Galium glaucum,Blågrøn snerre
4506,Galium sylvaticum,Skov-snerre
4507,Galium pumilum coll.,-
4508,Galium pumilum,Park-snerre
4509,Galium valdepilosum,Krat-snerre
4510,Galium valdepilosum subsp. slesvicense,-
4511,Galium suecicum,-
4512,Galium oelandicum,-
4513,Galium sterneri,Liden snerre
4514,Galium normanii,-
4515,Galium normanii subsp. normanii,-
4516,Galium normanii subsp. islandicum,-
4517,Galium saxatile,Lyng-snerre
4518,Galium spurium,Hør-snerre
4519,Galium spurium subsp. spurium,Hør-snerre (underart)
4520,Galium spurium subsp. vaillantii,Grønblomstret snerre
4521,Galium aparine coll.,-
4522,Galium aparine,Burre-snerre
4523,Galium tricornutum,Vorte-snerre
4524,Galium murale,Mur-snerre
4525,Galium parisiense,Pariser-snerre
4526,Cruciata,Korsbladslægten
4527,Cruciata laevipes,Korsblad
4528,Diodia,-
4529,Diodia teres,-
4530,Rubia,Krapslægten
4531,Rubia tinctorum,Krap
4532,Polemoniaceae,Floksfamilien
4533,Polemonium,Jakobsstigeslægten
4534,Polemonium caeruleum,Jakobsstige
4535,Polemonium acutiflorum,Spidsblomstret jakobsstige
4536,Polemonium boreale,Polar-jakobsstige
4537,Collomia,Limfrøslægten
4538,Collomia grandiflora,-
4539,Collomia linearis,Limfrø
4540,Gilia,Blåhovedslægten
4541,Gilia achilleifolia,Fjer-blåhoved
4542,Gilia capitata,Almindelig blåhoved
4543,Gilia achilleifolia subsp. multicaulis,-
4544,Navarretia,-
4545,Navarretia squarrosa,-
4546,Phlox,Floksslægten
4547,Phlox hortorum,Have-floks
4548,Convolvulaceae,Snerlefamilien
4549,Cuscuta,Silkeslægten
4550,Cuscuta australis,-
4551,Cuscuta campestris,Gulstænglet silke
4552,Cuscuta europaea,Nælde-silke
4553,Cuscuta europaea subsp. europaea,-
4554,Cuscuta europaea subsp. halophyta,-
4555,Cuscuta epilinum,Hør-silke
4556,Cuscuta epithymum,-
4557,Cuscuta epithymum var. epithymum,Lyng-silke (varietet)
4558,Cuscuta epithymum var. trifolii,Kløver-silke
4559,Cuscuta lupuliformis,Humle-silke
4560,Cuscuta planiflora,Storhovedet silke
4561,Cuscuta scandens subsp. cesatiana,Pileurt-silke
4562,Calystegia,Snerle (Calystegia-slægten)
4563,Calystegia soldanella,Strand-snerle
4564,Calystegia sepium,Gærde-snerle
4565,Calystegia sepium subsp. sepium,Gærde-snerle (underart)
4566,Calystegia sepium subsp. roseata,Marsk-snerle
4567,Calystegia sepium subsp. spectabilis,Pragt-snerle
4568,Calystegia pulchra,Have-snerle
4569,Calystegia pulchra x sepium,-
4570,Calystegia silvatica,-
4571,Convolvulus,Snerle (Convolvulus-slægten)
4572,Convolvulus tricolor,Jomfruskørt
4573,Convolvulus arvensis,Ager-snerle
4574,Convolvulus arvensis var. arvensis,-
4575,Convolvulus arvensis var. linearifolius,-
4576,Convolvulus betonicifolius,-
4577,Convolvulus sabatius,Blå snerle
4578,Ipomoea,Pragtsnerleslægten
4579,Ipomoea purpurea,Rød tragtsnerle
4580,Ipomoea hederacea,Vedbend-tragtsnerle
4581,Ipomoea lacunosa,Hvid pragtsnerle
4582,Ipomoea cairica,Kairo-pragtsnerle
4583,Merremia,Merremiaslægten
4584,Merremia sibirica,Sibirisk merremia
4585,Hydrophyllaceae,-
4586,Nemophila,Øjeblomstslægten
4587,Nemophila menziesii,Blå øjeblomst
4588,Phacelia,Honningurtslægten
4589,Phacelia minor,-
4590,Phacelia tanacetifolia,Honningurt
4591,Phacelia campanularia,Klokke-honningurt
4592,Phacelia ciliata,-
4593,Ellisia,-
4594,Ellisia nyctelea,-
4595,Boraginaceae,Rubladfamilien
4596,Heliotropium,Heliotropslægten
4597,Heliotropium europaeum,Lugtløs heliotrop
4598,Heliotropium curassavicum,Middelhavs-heliotrop
4599,Lithospermum,Stenfrø (Lithospermum-slægten)
4600,Lithospermum officinale,Læge-stenfrø
4601,Buglossoides arvensis,Rynket stenfrø
4602,Lithospermum arvense var. arvensis,-
4603,Buglossoides arvensis var. coerulesens,-
4604,Buglossoides purpureo-coeruleum,-
4605,Cerinthe,Voksurtslægten
4606,Cerinthe minor,Liden voksurt
4607,Cerinthe major,Stor voksurt
4608,Echium,Slangehovedslægten
4609,Echium vulgare,Slangehoved
4610,Echium plantagineum,Vejbred-slangehoved
4611,Echium italicum,Italiensk slangehoved
4612,Pulmonaria,Lungeurtslægten
4613,Pulmonaria obscura,Almindelig lungeurt
4614,Pulmonaria obscura x saccharata,-
4615,Pulmonaria officinalis,Hvidplettet lungeurt
4616,Pulmonaria angustifolia,Himmelblå lungeurt
4617,Pulmonaria angustifolia x obscura,-
4618,Pulmonaria saccharata,Storbladet lungeurt
4619,Pulmonaria rubra,Rød lungeurt
4620,Nonea,Kosakurtslægten
4621,Nonea lutea,-
4622,Nonea pulla,Sortrød kosakurt
4623,Nonea versicolor,Kosakurt
4624,Symphytum,Kulsukkerslægten
4625,Symphytum officinale,Læge-kulsukker
4626,Symphytum asperum,Ru kulsukker
4627,Symphytum x uplandicum,-
4628,Symphytum bulbosum,Bleggul kulsukker
4629,Symphytum caucasium,-
4630,Symphytum ibiricum,-
4631,Symphytum orientale,Orientalsk kulsukker
4632,Symphytum tauricum,-
4633,Symphytum tuberosum,Knoldet kulsukker
4634,Anchusa,Oksetungeslægten
4635,Anchusa ochroleuca,-
4636,Anchusa officinalis,Læge-oksetunge
4637,Anchusa azurea,Italiensk oksetunge
4638,Anchusa arvensis,Krumhals
4639,Anchusa arvensis subsp. arvensis,-
4640,Anchusa arvensis subsp. orientalis,-
4641,Anchusa undulata,-
4642,Pentaglottis,Femtungeslægten
4643,Pentaglottis sempervirens,Femtunge
4644,Borago,Hjulkroneslægten
4645,Borago officinalis,Hjulkrone
4646,Mertensia,Hestetungeslægten
4647,Mertensia maritima,Hestetunge
4648,Amsinckia,Gulurtslægten
4649,Amsinckia lycopsoides,Hønse-gulurt
4650,Amsinckia micrantha,Småblomstret gulurt
4651,Amsinckia douglasiana,-
4652,Amsinckia intermedia,-
4653,Amsinckia menziesii,-
4654,Amsinckia arenaria,-
4655,Amsinckia calycina,-
4656,Amsinckia eastwoodae,-
4657,Amsinckia retrorsa,-
4658,Amsinckia tessalata,-
4659,Asperugo,Riverslægten
4660,Asperugo procumbens,River
4661,Myosotis,Forglemmigejslægten
4662,Myosotis arvensis,Mark-forglemmigej
4663,Myosotis arvensis subsp. arvensis,-
4664,Myosotis arvensis subsp. umbrata,-
4665,Myosotis ramosissima,Bakke-forglemmigej
4666,Myosotis discolor,Forskelligfarvet forglemmigej
4667,Myosotis stricta,Rank forglemmigej
4668,Myosotis sylvatica,Skov-forglemmigej
4669,Myosotis decumbens,-
4670,Myosotis secunda,-
4671,Myosotis laxa,Sump-forglemmigej
4672,Myosotis laxa subsp. caespitosa,Sump-forglemmigej (underart)
4673,Myosotis laxa subsp. baltica,Baltisk forglemmigej
4674,Myosotis scorpioides var. strigulosa,-
4675,Myosotis scorpioides subsp. praecox,-
4676,Myosotis scorpioides,Eng-forglemmigej
4677,Myosotis scorpioides subsp. scorpioides,-
4678,Myosotis scorpioides f. submersus,Eng-forglemmigej (submers form)
4679,Myosotis sparsiflora,Fåblomstret forglemmigej
4680,Lappula,Pigfrøslægten
4681,Lappula deflexa,-
4682,Lappula marginata,Hønse-pigfrø
4683,Lappula squarrosa,Småhaget pigfrø
4684,Omphalodes,Kærmindeslægten
4685,Omphalodes verna,Vår-kærminde
4686,Omphalodes linifolia,Sommer-kærminde
4687,Cynoglossum,Hundetungeslægten
4688,Cynoglossum officinale,Hundetunge
